,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
1173,1173,6,Fresh_Graduate,537363.0,15.0,no,normal,3,,2.0,,,3,flat,11.0,Kuala Lumpur,,7283.0,609571.0,19388.0,Accept,8
1174,1174,6,Fresh_Graduate,467024.0,21.0,yes,normal,3,,2.0,,5.0,2,flat,11.0,Kuala Lumpur,2.0,6495.0,1161224.0,11983.0,Accept,7
1175,1175,6,Fresh_Graduate,,13.0,no,gold,3,15.0,2.0,2.0,,3,flat,11.0,Kuala Lumpur,3.0,11123.0,1051600.0,9848.0,Accept,6
1176,1176,6,Fresh_Graduate,182172.0,15.0,yes,normal,3,15.0,2.0,,5.0,2,flat,11.0,Kuala Lumpur,,6969.0,767864.0,,Accept,8
1177,1177,6,Fresh_Graduate,701697.0,10.0,no,gold,3,15.0,,2.0,5.0,3,flat,,Kuala Lumpur,3.0,8954.0,1157536.0,,Reject,9
1178,1178,6,Fresh_Graduate,699585.0,18.0,yes,normal,3,15.0,2.0,2.0,5.0,3,,11.0,Kuala Lumpur,1.0,3870.0,1275109.0,,Accept,7
1179,1179,6,Fresh_Graduate,,23.0,no,gold,3,15.0,2.0,,5.0,3,flat,11.0,Kuala Lumpur,,,,19294.0,Accept,8
1180,1180,6,Fresh_Graduate,228437.0,17.0,yes,normal,3,15.0,,2.0,5.0,2,flat,11.0,Penang,3.0,,,12904.0,Accept,8
1181,1181,6,Fresh_Graduate,461254.0,15.0,no,normal,3,15.0,2.0,,5.0,3,flat,11.0,Penang,,11019.0,846764.0,,Accept,8
1182,1182,6,Fresh_Graduate,,22.0,yes,normal,3,,2.0,2.0,,3,flat,11.0,Penang,,9676.0,1125383.0,18384.0,Reject,8
1183,1183,6,Fresh_Graduate,243250.0,22.0,no,normal,3,15.0,,2.0,,1,flat,11.0,Penang,3.0,6369.0,666969.0,,Accept,8
1184,1184,6,Fresh_Graduate,197027.0,13.0,yes,normal,3,,2.0,2.0,5.0,2,flat,,Penang,2.0,,1447194.0,17844.0,Accept,8
1185,1185,6,Fresh_Graduate,365207.0,22.0,no,normal,3,15.0,2.0,,5.0,3,flat,11.0,Penang,,5945.0,1038873.0,14009.0,Accept,8
1186,1186,6,Fresh_Graduate,103585.0,18.0,yes,normal,3,,2.0,2.0,5.0,1,flat,11.0,Penang,,11935.0,429975.0,,Accept,6
1187,1187,6,Fresh_Graduate,307473.0,17.0,no,normal,3,15.0,2.0,2.0,5.0,2,flat,11.0,Penang,3.0,6016.0,1288039.0,8962.0,Accept,7
1188,1188,6,Fresh_Graduate,,11.0,yes,normal,3,15.0,,2.0,,3,flat,11.0,Penang,,4861.0,1210501.0,8369.0,Accept,7
1189,1189,6,Fresh_Graduate,,22.0,no,platinum,3,,2.0,2.0,5.0,2,,11.0,Penang,,8253.0,1163718.0,18201.0,Accept,9
1190,1190,6,Fresh_Graduate,,11.0,yes,gold,3,15.0,2.0,2.0,,1,flat,11.0,Penang,3.0,5198.0,1261368.0,9532.0,Accept,9
1191,1191,6,Fresh_Graduate,274274.0,23.0,no,normal,3,,2.0,2.0,,3,flat,11.0,Penang,1.0,6356.0,,11048.0,Accept,6
1192,1192,6,Fresh_Graduate,244678.0,14.0,yes,normal,3,,2.0,,5.0,1,flat,11.0,Penang,2.0,6129.0,1227765.0,13440.0,Reject,8
1193,1193,6,Fresh_Graduate,,,no,gold,3,15.0,2.0,,5.0,2,flat,,Penang,1.0,11563.0,1359828.0,14335.0,Accept,7
1194,1194,6,Fresh_Graduate,483714.0,14.0,yes,gold,3,15.0,,,5.0,3,flat,,Penang,3.0,10232.0,1054648.0,7873.0,Reject,9
1195,1195,6,Fresh_Graduate,217921.0,,no,normal,3,,,2.0,,3,flat,,Penang,1.0,6147.0,770013.0,,Accept,8
1196,1196,6,Fresh_Graduate,795360.0,11.0,yes,normal,3,15.0,2.0,2.0,,1,flat,,Penang,1.0,6312.0,1436984.0,,Reject,6
1197,1197,6,Fresh_Graduate,101209.0,24.0,no,normal,3,15.0,2.0,2.0,5.0,3,flat,11.0,Penang,2.0,11733.0,1023589.0,11836.0,Reject,8
1198,1198,6,Fresh_Graduate,330139.0,,yes,gold,3,15.0,,2.0,5.0,1,flat,11.0,Penang,,9630.0,437088.0,11699.0,Accept,7
1199,1199,6,Fresh_Graduate,666900.0,21.0,no,gold,3,15.0,,2.0,,3,flat,,Penang,3.0,,1142984.0,18288.0,Accept,9
1200,1200,2,Self_Employed,386110.0,13.0,yes,gold,3,16.0,4.0,,1.0,2,flat,10.0,Penang,,5333.0,,10227.0,Accept,8
1201,1201,2,Self_Employed,361854.0,,no,normal,3,16.0,4.0,4.0,,1,flat,10.0,Penang,2.0,3602.0,983523.0,18314.0,Accept,8
1202,1202,2,Self_Employed,735898.0,13.0,yes,,3,16.0,,,1.0,3,flat,10.0,Penang,3.0,3982.0,1356555.0,,Accept,9
1203,1203,2,Self_Employed,,11.0,no,platinum,3,16.0,4.0,4.0,,3,flat,,Penang,1.0,,1008679.0,,Reject,8
1204,1204,2,Self_Employed,,,yes,gold,3,16.0,4.0,4.0,,2,flat,10.0,Penang,2.0,9190.0,536531.0,,Accept,9
1205,1205,2,Self_Employed,367958.0,17.0,no,normal,3,16.0,4.0,,,1,flat,10.0,Penang,2.0,11553.0,1242682.0,13913.0,Accept,6
1206,1206,2,Self_Employed,472120.0,14.0,yes,,3,16.0,,4.0,1.0,3,flat,10.0,Penang,1.0,6778.0,667627.0,12326.0,Accept,9
1207,1207,2,Self_Employed,304457.0,12.0,no,platinum,3,,4.0,,1.0,2,flat,10.0,Penang,1.0,,791322.0,,Accept,6
1208,1208,2,Self_Employed,539483.0,14.0,yes,gold,3,16.0,4.0,4.0,,1,,10.0,Penang,1.0,,,,Reject,6
1209,1209,2,Self_Employed,,,no,gold,3,,4.0,4.0,1.0,3,flat,10.0,Penang,,4209.0,,19597.0,Reject,7
1210,1210,2,Self_Employed,552694.0,18.0,yes,gold,3,,4.0,4.0,,2,flat,10.0,Penang,2.0,7216.0,1268167.0,15245.0,Accept,9
1211,1211,2,Self_Employed,332092.0,22.0,no,platinum,3,16.0,4.0,,1.0,2,flat,10.0,Penang,1.0,10687.0,1281981.0,15593.0,Accept,8
1212,1212,2,Self_Employed,,18.0,yes,normal,3,,,4.0,1.0,3,flat,10.0,Penang,1.0,5789.0,1283369.0,11338.0,Accept,9
1213,1213,2,Self_Employed,448270.0,,no,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,1.0,4119.0,1236276.0,14555.0,Accept,8
1214,1214,2,Self_Employed,563547.0,23.0,yes,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,12076.0,735712.0,8926.0,Accept,9
1215,1215,2,Self_Employed,774228.0,21.0,no,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,3.0,7268.0,619269.0,15274.0,Accept,7
1216,1216,2,Self_Employed,432032.0,22.0,yes,platinum,3,,4.0,4.0,,2,flat,10.0,Penang,3.0,4697.0,889914.0,11761.0,Accept,7
1217,1217,2,Self_Employed,,24.0,no,normal,3,,,,1.0,2,flat,10.0,Penang,,11746.0,984580.0,,Accept,7
1218,1218,2,Self_Employed,426355.0,21.0,yes,gold,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,,10530.0,1418409.0,9696.0,Accept,8
1219,1219,2,Self_Employed,737121.0,21.0,no,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,9896.0,885487.0,15092.0,Accept,8
1220,1220,2,Self_Employed,361303.0,19.0,yes,gold,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,1.0,4734.0,1044811.0,16074.0,Accept,6
1221,1221,2,Self_Employed,358690.0,11.0,no,gold,3,16.0,4.0,4.0,,1,flat,,Penang,1.0,5717.0,843336.0,7918.0,Accept,7
1222,1222,2,Self_Employed,141894.0,,yes,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,7108.0,1399582.0,,Accept,9
1223,1223,2,Self_Employed,375531.0,17.0,no,normal,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,1.0,9391.0,1387477.0,17999.0,Accept,9
1224,1224,2,Self_Employed,741450.0,13.0,yes,gold,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,1.0,6431.0,466210.0,10732.0,Reject,8
1225,1225,2,Self_Employed,543826.0,,no,normal,3,16.0,4.0,4.0,,1,flat,10.0,Penang,2.0,,1397567.0,10751.0,Accept,9
1226,1226,2,Self_Employed,282640.0,,yes,gold,3,16.0,,4.0,1.0,3,flat,10.0,Penang,1.0,,1083359.0,17296.0,Accept,7
1227,1227,2,Self_Employed,157339.0,24.0,no,normal,3,16.0,4.0,4.0,,3,flat,,Penang,2.0,8359.0,1021353.0,7587.0,Accept,8
1228,1228,2,Self_Employed,518073.0,,yes,normal,3,16.0,4.0,4.0,1.0,1,flat,,Penang,,3915.0,601178.0,,Accept,9
1229,1229,2,Self_Employed,,14.0,no,normal,3,16.0,,4.0,1.0,1,flat,10.0,Penang,2.0,,,13003.0,Reject,8
1230,1230,2,Self_Employed,344384.0,,yes,,3,16.0,,,,3,flat,10.0,Penang,,11651.0,725565.0,15391.0,Accept,9
1231,1231,2,Self_Employed,135305.0,13.0,no,platinum,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,,1190727.0,15375.0,Accept,9
1232,1232,2,Self_Employed,475120.0,24.0,yes,normal,3,,,4.0,1.0,2,flat,,Penang,3.0,12056.0,1078443.0,,Accept,7
1233,1233,2,Self_Employed,491736.0,12.0,no,,3,,,4.0,1.0,1,flat,10.0,Penang,,4267.0,1092177.0,19057.0,Accept,9
1234,1234,2,Self_Employed,115947.0,21.0,yes,gold,3,,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,12276.0,1335147.0,8782.0,Reject,9
1235,1235,2,Self_Employed,,,no,gold,3,16.0,4.0,4.0,1.0,3,flat,,Penang,3.0,10940.0,454085.0,7523.0,Reject,9
1236,1236,2,Self_Employed,571970.0,23.0,yes,normal,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,9304.0,1378054.0,17464.0,Accept,9
1237,1237,2,Self_Employed,106817.0,10.0,no,normal,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,11446.0,744119.0,,Accept,9
1238,1238,2,Self_Employed,365550.0,20.0,yes,normal,3,16.0,4.0,,1.0,1,,10.0,Penang,2.0,,946170.0,19449.0,Accept,6
1239,1239,2,Self_Employed,415740.0,10.0,no,,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,,8908.0,1354907.0,,Accept,6
1240,1240,2,Self_Employed,294875.0,13.0,yes,normal,3,16.0,4.0,,1.0,3,flat,10.0,Penang,1.0,5055.0,733282.0,17876.0,Accept,8
1241,1241,2,Self_Employed,,21.0,no,normal,3,16.0,,4.0,1.0,2,flat,10.0,Penang,2.0,4920.0,1249323.0,,Reject,8
1242,1242,2,Self_Employed,364718.0,13.0,yes,normal,3,,4.0,4.0,1.0,1,flat,10.0,Penang,1.0,6111.0,1411937.0,14483.0,Accept,7
1243,1243,2,Self_Employed,456350.0,24.0,no,gold,3,,,,1.0,1,,10.0,Penang,3.0,7810.0,,19575.0,Accept,8
1244,1244,2,Self_Employed,344139.0,17.0,yes,normal,3,16.0,,,1.0,2,flat,10.0,Penang,3.0,5735.0,542902.0,10836.0,Accept,8
1245,1245,2,Self_Employed,530371.0,17.0,no,normal,3,,4.0,4.0,,1,flat,10.0,Penang,2.0,8569.0,1427055.0,,Accept,7
1246,1246,2,Self_Employed,228899.0,16.0,yes,normal,3,16.0,4.0,,1.0,2,flat,10.0,Penang,,6325.0,665725.0,,Accept,8
1247,1247,2,Self_Employed,444238.0,19.0,no,,3,,,4.0,,1,flat,,Penang,3.0,12227.0,1297843.0,10876.0,Accept,9
1248,1248,2,Self_Employed,248309.0,23.0,yes,gold,3,,4.0,,1.0,1,flat,10.0,Penang,3.0,6857.0,,,Reject,8
1249,1249,2,Self_Employed,407247.0,10.0,no,normal,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,2.0,10904.0,1348135.0,16044.0,Accept,6
1250,1250,2,Self_Employed,,13.0,yes,normal,4,,4.0,,1.0,1,flat,10.0,Penang,3.0,10389.0,,18428.0,Accept,6
1251,1251,2,Self_Employed,,15.0,no,normal,4,16.0,4.0,4.0,,3,flat,10.0,Penang,3.0,11207.0,,,Accept,7
1252,1252,2,Self_Employed,637056.0,17.0,yes,normal,4,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,,,1289544.0,,Accept,7
1253,1253,2,Self_Employed,318674.0,16.0,no,normal,4,16.0,4.0,,1.0,3,flat,10.0,Penang,1.0,6301.0,532190.0,,Reject,9
1254,1254,2,Self_Employed,,,yes,gold,4,,4.0,,,2,flat,,Penang,3.0,12469.0,947103.0,19988.0,Accept,9
1255,1255,2,Self_Employed,443310.0,15.0,no,normal,4,16.0,,,1.0,3,flat,10.0,Penang,,10055.0,1172479.0,10639.0,Accept,8
1256,1256,2,Self_Employed,641293.0,22.0,yes,gold,4,,4.0,,1.0,1,flat,10.0,Penang,1.0,11808.0,684215.0,,Reject,7
1257,1257,2,Self_Employed,268761.0,15.0,no,normal,4,16.0,,4.0,1.0,2,flat,10.0,Penang,3.0,3867.0,1417543.0,,Accept,6
1258,1258,2,Self_Employed,,,yes,normal,4,16.0,4.0,4.0,,3,,10.0,Penang,,7642.0,1376480.0,15006.0,Accept,8
1259,1259,2,Self_Employed,,,no,gold,4,16.0,,4.0,1.0,2,flat,,Penang,1.0,7907.0,859543.0,19317.0,Accept,6
1260,1260,2,Self_Employed,204599.0,19.0,yes,normal,4,,,,1.0,3,bungalow,10.0,Penang,3.0,11783.0,1138519.0,17237.0,Reject,9
1261,1261,2,Self_Employed,,14.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,,Penang,,10060.0,741383.0,10359.0,Accept,7
1262,1262,2,Self_Employed,,13.0,yes,normal,4,,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,10459.0,,9629.0,Accept,6
1263,1263,2,Self_Employed,792056.0,11.0,no,normal,4,16.0,,,1.0,3,,,Penang,1.0,7688.0,437234.0,,Accept,9
1264,1264,2,Self_Employed,350508.0,12.0,yes,normal,4,16.0,4.0,4.0,1.0,2,bungalow,,Penang,,8512.0,,14635.0,Reject,7
1265,1265,2,Self_Employed,170164.0,13.0,no,gold,4,16.0,,4.0,1.0,2,bungalow,10.0,Penang,2.0,5879.0,687860.0,13862.0,Accept,7
1266,1266,2,Self_Employed,576387.0,11.0,yes,normal,4,16.0,,,1.0,2,bungalow,10.0,Penang,3.0,7531.0,606128.0,17337.0,Accept,8
1267,1267,2,Self_Employed,195499.0,13.0,no,normal,4,16.0,4.0,4.0,,2,,10.0,Penang,1.0,,1428551.0,19445.0,Accept,7
1268,1268,2,Self_Employed,,24.0,yes,gold,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,1.0,7475.0,1112142.0,14162.0,Accept,9
1269,1269,2,Self_Employed,318438.0,21.0,no,normal,4,16.0,,4.0,1.0,1,bungalow,10.0,Penang,2.0,5922.0,1077122.0,,Reject,8
1270,1270,2,Self_Employed,766182.0,16.0,yes,normal,4,,4.0,4.0,,2,bungalow,10.0,Penang,,6979.0,435569.0,16292.0,Reject,8
1271,1271,2,Self_Employed,182087.0,16.0,no,normal,4,,4.0,,,3,bungalow,,Penang,1.0,,844648.0,18413.0,Accept,6
1272,1272,2,Self_Employed,,15.0,yes,normal,4,16.0,4.0,,1.0,1,bungalow,10.0,Penang,3.0,5870.0,1368178.0,,Accept,8
1273,1273,2,Self_Employed,128685.0,19.0,no,,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,12096.0,667100.0,10966.0,Reject,8
1274,1274,2,Self_Employed,104585.0,,yes,platinum,4,16.0,4.0,4.0,1.0,1,bungalow,,Penang,2.0,7727.0,1216289.0,18739.0,Accept,7
1275,1275,2,Self_Employed,293746.0,15.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,8549.0,925539.0,,Accept,8
1276,1276,2,Self_Employed,789501.0,16.0,yes,normal,4,,,4.0,,1,bungalow,10.0,Penang,3.0,3861.0,1054870.0,,Accept,7
1277,1277,2,Self_Employed,,21.0,no,normal,4,,4.0,4.0,1.0,3,bungalow,,Penang,,5769.0,1118774.0,,Accept,9
1278,1278,2,Self_Employed,340279.0,,yes,normal,4,,,,1.0,3,,10.0,Penang,2.0,7948.0,1365121.0,,Accept,8
1279,1279,2,Self_Employed,130621.0,18.0,no,platinum,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,7361.0,1340245.0,14186.0,Accept,6
1280,1280,2,Self_Employed,356616.0,14.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,10163.0,,19850.0,Accept,9
1281,1281,2,Self_Employed,579470.0,,no,,4,16.0,,4.0,1.0,1,bungalow,10.0,Penang,2.0,8894.0,463220.0,13079.0,Accept,9
1282,1282,2,Self_Employed,500160.0,21.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,1.0,6968.0,524792.0,,Accept,7
1283,1283,2,Self_Employed,,21.0,no,normal,4,16.0,4.0,,,3,bungalow,10.0,Penang,3.0,10755.0,577491.0,13120.0,Accept,7
1284,1284,2,Self_Employed,366043.0,17.0,yes,gold,4,16.0,4.0,,1.0,1,bungalow,10.0,Penang,,6616.0,821926.0,12015.0,Accept,9
1285,1285,2,Self_Employed,140661.0,23.0,no,normal,4,,4.0,,,1,bungalow,10.0,Penang,1.0,,1079666.0,16238.0,Accept,9
1286,1286,2,Self_Employed,289961.0,12.0,yes,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,1.0,,781934.0,9887.0,Reject,7
1287,1287,2,Self_Employed,110315.0,20.0,no,normal,4,16.0,4.0,,1.0,1,bungalow,10.0,Penang,,12108.0,548360.0,11231.0,Accept,7
1288,1288,2,Self_Employed,,24.0,yes,gold,4,16.0,,,1.0,2,bungalow,10.0,Penang,2.0,12314.0,425664.0,7907.0,Reject,7
1289,1289,2,Self_Employed,,18.0,no,normal,4,16.0,,,,1,bungalow,,Penang,3.0,,,13748.0,Accept,7
1290,1290,2,Self_Employed,421538.0,13.0,yes,normal,4,16.0,4.0,,1.0,3,bungalow,10.0,Penang,,11293.0,1394323.0,19594.0,Accept,8
1291,1291,2,Self_Employed,596914.0,15.0,no,normal,4,,4.0,4.0,1.0,1,bungalow,10.0,Penang,,,,,Accept,6
1292,1292,2,Self_Employed,230648.0,22.0,yes,gold,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,5674.0,1123705.0,8386.0,Accept,6
1293,1293,2,Self_Employed,689778.0,15.0,no,gold,4,16.0,,4.0,1.0,2,bungalow,10.0,Penang,2.0,9408.0,930004.0,9679.0,Reject,9
1294,1294,2,Self_Employed,437660.0,19.0,yes,normal,4,16.0,4.0,,,2,,10.0,Penang,2.0,12127.0,1243399.0,8299.0,Accept,8
1295,1295,2,Self_Employed,,24.0,no,normal,4,16.0,4.0,,,1,,,Penang,1.0,,1024380.0,14020.0,Accept,6
1296,1296,2,Self_Employed,,10.0,yes,,4,16.0,4.0,4.0,,3,bungalow,10.0,Penang,2.0,,,12574.0,Accept,7
1297,1297,2,Self_Employed,300454.0,20.0,no,gold,4,16.0,,4.0,1.0,2,bungalow,,Penang,2.0,4171.0,449725.0,,Reject,6
1298,1298,2,Self_Employed,546682.0,,yes,normal,4,16.0,,,,2,bungalow,10.0,Penang,,9112.0,447829.0,,Accept,6
1299,1299,2,Self_Employed,748944.0,12.0,no,platinum,4,,,,,1,,10.0,Penang,2.0,9597.0,941089.0,8283.0,Accept,7
1300,1300,7,government,,,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,5004.0,898073.0,18698.0,Accept,9
1301,1301,7,government,358240.0,19.0,no,normal,4,16.0,,,,1,bungalow,10.0,Penang,1.0,,1095865.0,,Accept,7
1302,1302,7,government,342936.0,,yes,platinum,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,,10079.0,614246.0,18072.0,Accept,6
1303,1303,7,government,,,no,gold,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,7190.0,872797.0,,Accept,9
1304,1304,7,government,571653.0,10.0,yes,normal,4,,4.0,,,1,bungalow,10.0,Penang,1.0,,744368.0,,Reject,8
1305,1305,7,government,,24.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,,,1024961.0,12785.0,Accept,9
1306,1306,7,government,442070.0,10.0,yes,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,,10091.0,636255.0,14236.0,Accept,6
1307,1307,7,government,492520.0,,no,normal,4,16.0,4.0,,,2,bungalow,10.0,Penang,3.0,8151.0,895911.0,,Accept,8
1308,1308,7,government,,19.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,6687.0,1054653.0,11152.0,Accept,8
1309,1309,7,government,,24.0,no,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,,4556.0,,17621.0,Accept,9
1310,1310,7,government,319529.0,,yes,normal,4,,4.0,,,1,bungalow,10.0,Penang,,6110.0,,18603.0,Accept,8
1311,1311,7,government,334830.0,16.0,no,normal,4,,4.0,,,3,bungalow,10.0,Penang,2.0,,1390125.0,9487.0,Accept,9
1312,1312,7,government,107232.0,,yes,,4,,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,,1041165.0,19764.0,Accept,6
1313,1313,7,government,,,no,gold,4,,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,7398.0,1272151.0,,Accept,8
1314,1314,7,government,163543.0,23.0,yes,platinum,4,16.0,4.0,4.0,,1,bungalow,10.0,Penang,2.0,9288.0,604682.0,,Accept,6
1315,1315,7,government,601606.0,11.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,,Penang,1.0,5124.0,1200038.0,,Accept,8
1316,1316,7,government,,13.0,yes,normal,4,16.0,4.0,,1.0,3,bungalow,10.0,Penang,1.0,8108.0,,,Accept,8
1317,1317,7,government,347803.0,23.0,no,normal,4,16.0,4.0,4.0,,1,bungalow,10.0,Penang,1.0,12179.0,581802.0,,Accept,8
1318,1318,7,government,382075.0,23.0,yes,normal,4,,4.0,,1.0,2,bungalow,10.0,Penang,2.0,7353.0,867394.0,19087.0,Accept,8
1319,1319,7,government,189774.0,,no,gold,4,16.0,4.0,,,1,bungalow,10.0,Penang,3.0,10468.0,649569.0,17657.0,Reject,7
1320,1320,7,government,596777.0,,yes,normal,4,16.0,4.0,,1.0,1,bungalow,,Penang,1.0,,1423457.0,,Reject,9
1321,1321,7,government,338180.0,18.0,no,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,12316.0,1090645.0,8436.0,Accept,8
1322,1322,7,government,543164.0,23.0,yes,,4,16.0,4.0,4.0,1.0,2,bungalow,,Penang,1.0,10217.0,1220179.0,7527.0,Accept,6
1323,1323,7,government,,,no,gold,4,16.0,4.0,,1.0,3,bungalow,10.0,Penang,1.0,12097.0,883551.0,,Accept,7
1324,1324,7,government,211980.0,16.0,yes,platinum,4,16.0,4.0,,,1,bungalow,,Penang,1.0,10013.0,668293.0,,Accept,8
1325,1325,7,government,313808.0,11.0,no,gold,4,16.0,4.0,,1.0,2,bungalow,10.0,Penang,3.0,5771.0,1213010.0,18866.0,Accept,8
1326,1326,7,government,584587.0,10.0,yes,normal,4,,,4.0,1.0,2,bungalow,10.0,Penang,1.0,6782.0,1104726.0,14545.0,Accept,6
1327,1327,7,government,177579.0,,no,platinum,4,16.0,4.0,,1.0,3,bungalow,10.0,Penang,,,,16384.0,Accept,6
1328,1328,7,government,333565.0,16.0,yes,gold,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,5389.0,788939.0,,Reject,9
1329,1329,7,government,538263.0,11.0,no,normal,4,16.0,,,,2,bungalow,10.0,Penang,3.0,3850.0,733442.0,17571.0,Accept,8
1330,1330,7,government,302265.0,22.0,yes,normal,4,16.0,,4.0,,1,bungalow,10.0,Penang,3.0,8860.0,618193.0,,Reject,8
1331,1331,7,government,,,no,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,7807.0,1176216.0,,Accept,6
1332,1332,7,government,212735.0,22.0,yes,normal,4,16.0,,4.0,1.0,1,bungalow,,Penang,,,576209.0,11186.0,Accept,6
1333,1333,7,government,194735.0,,no,gold,4,16.0,4.0,4.0,1.0,2,bungalow,,Penang,2.0,10786.0,1220494.0,10810.0,Reject,9
1334,1334,7,government,,20.0,yes,normal,4,16.0,4.0,,1.0,1,bungalow,10.0,Penang,3.0,9390.0,1206994.0,,Accept,6
1335,1335,7,government,326762.0,23.0,no,normal,4,16.0,4.0,4.0,,1,bungalow,,Penang,3.0,10236.0,539185.0,,Reject,8
1336,1336,7,government,397648.0,11.0,yes,gold,4,,4.0,4.0,1.0,3,bungalow,10.0,Penang,1.0,8061.0,1255915.0,17099.0,Accept,9
1337,1337,7,government,245529.0,13.0,no,platinum,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,11983.0,997527.0,11300.0,Accept,8
1338,1338,7,government,363919.0,18.0,yes,normal,4,16.0,,4.0,1.0,2,bungalow,10.0,Penang,1.0,7732.0,842578.0,9171.0,Accept,6
1339,1339,7,government,,15.0,no,normal,4,,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,5052.0,583001.0,14107.0,Reject,6
1340,1340,7,government,786008.0,20.0,yes,normal,4,16.0,,,1.0,3,bungalow,10.0,Penang,2.0,5356.0,1087489.0,,Accept,8
1341,1341,7,government,,15.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,1.0,3768.0,759856.0,,Accept,6
1342,1342,7,government,110756.0,22.0,yes,platinum,4,16.0,,,1.0,2,bungalow,10.0,Penang,1.0,,,18176.0,Accept,8
1343,1343,7,government,269629.0,16.0,no,normal,4,16.0,4.0,4.0,,3,bungalow,10.0,Penang,3.0,3961.0,1187129.0,17063.0,Accept,9
1344,1344,7,government,466015.0,18.0,yes,gold,4,16.0,4.0,,1.0,3,bungalow,,Penang,,7022.0,1296275.0,,Accept,8
1345,1345,7,government,549144.0,21.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,,925710.0,7995.0,Accept,8
1346,1346,7,government,172716.0,19.0,yes,normal,4,16.0,,4.0,1.0,2,bungalow,,Penang,3.0,4014.0,,10047.0,Accept,8
1347,1347,7,government,102800.0,13.0,no,platinum,4,,4.0,4.0,1.0,3,bungalow,10.0,Penang,,8871.0,470961.0,,Accept,6
1348,1348,7,government,420665.0,15.0,yes,normal,4,16.0,,,1.0,1,bungalow,10.0,Penang,2.0,,1013125.0,14120.0,Accept,8
1349,1349,7,government,737945.0,18.0,no,gold,4,16.0,4.0,4.0,,3,bungalow,,Penang,2.0,6725.0,1414835.0,8333.0,Accept,8
1350,1350,7,government,373391.0,24.0,yes,normal,4,16.0,4.0,,1.0,3,bungalow,10.0,Penang,,6525.0,665907.0,19096.0,Accept,6
